master_project_id,master_project_name,timeline_id,tfnsw_project_id,project_name,project_group,estimated_value_code,delivery_type,stage_name,timing_status,start_quarter,end_quarter,start_quarter_index,end_quarter_index,fill_color_hex,source_page,source_shape_type,source_x0,source_x1
MASTER-0045,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,TLS-0098,TFNSW-0055,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,Sydney Metro,TBA,TBA,Project staging not yet available,Not available,Q3 2026,Q3 2029,0,12,#C3AAD2,5,curve,162.9629236098779,497.5192005180325
MASTER-0263,Sydney Metro West - Parramatta Integrated Station,TLS-0099,TFNSW-0056,Sydney Metro West - Parramatta Integrated Station,Sydney Metro West,$$$$$,D&C,Construction and commissioning,Confirmed,Q1 2027,Q3 2029,2,12,#173077,5,curve,214.2378414734229,497.0115079951863
MASTER-0264,Sydney Metro West - Pyrmont Integrated Station,TLS-0100,TFNSW-0057,Sydney Metro West - Pyrmont Integrated Station,Sydney Metro West,$$$$$,D&C,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,5,curve,162.4552516310309,212.20717141403415
MASTER-0264,Sydney Metro West - Pyrmont Integrated Station,TLS-0101,TFNSW-0057,Sydney Metro West - Pyrmont Integrated Station,Sydney Metro West,$$$$$,D&C,Construction and commissioning,Confirmed,Q2 2027,Q3 2029,3,12,#173077,5,curve,240.1291603946179,497.01152172318575
MASTER-0265,Sydney Metro West - Sydney Olympic Park Integrated Station,TLS-0102,TFNSW-0058,Sydney Metro West - Sydney Olympic Park Integrated Station,Sydney Metro West,$$$$$,D&C,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,5,curve,162.4552516310309,186.3158662208386
MASTER-0265,Sydney Metro West - Sydney Olympic Park Integrated Station,TLS-0103,TFNSW-0058,Sydney Metro West - Sydney Olympic Park Integrated Station,Sydney Metro West,$$$$$,D&C,Construction and commissioning,Confirmed,Q2 2027,Q3 2029,3,12,#173077,5,curve,240.1291603946179,497.01152172318575
MASTER-0198,Appin Road safety improvements,TLS-0104,TFNSW-0059,Appin Road Safety Improvements,Central River City,$$$,CO,Construction procurement,To be confirmed,Q3 2026,Q4 2026,0,1,#F3AEA3,5,curve,163.21675993530138,212.46100706745767
MASTER-0198,Appin Road safety improvements,TLS-0105,TFNSW-0059,Appin Road Safety Improvements,Central River City,$$$,CO,Construction and commissioning,To be confirmed,Q1 2027,Q2 2029,2,11,#9C9DC5,5,curve,214.2378414734229,471.1202028019907
MASTER-0199,Appin Town Centre By-Pass,TLS-0106,TFNSW-0060,Appin Town Centre By- Pass,Central River City,$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q4 2027,0,5,#20A8E1,5,curve,163.21675993530138,316.0262278402399
MASTER-0199,Appin Town Centre By-Pass,TLS-0107,TFNSW-0060,Appin Town Centre By- Pass,Central River City,$$$$,TBA,Project staging not yet available,Not available,Q1 2028,Q2 2030,6,15,#C3AAD2,5,curve,318.31073873705196,575.1931000656198
MASTER-0200,Australia Avenue intersection upgrade,TLS-0108,TFNSW-0061,Australia Avenue intersection upgrade,Central River City,$$$,D&C,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,5,curve,162.4552516310309,212.20717141403415
MASTER-0200,Australia Avenue intersection upgrade,TLS-0109,TFNSW-0061,Australia Avenue intersection upgrade,Central River City,$$$,D&C,Construction and commissioning,Confirmed,Q1 2027,Q1 2029,2,10,#173077,5,curve,214.2378414734229,445.22889760879514
MASTER-0177,Henry Lawson Drive Stage 1B,TLS-0110,TFNSW-0062,Henry Lawson Drive Stage 1B,Central River City,$$$,CO,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,5,curve,162.4552516310309,186.3158662208386
MASTER-0177,Henry Lawson Drive Stage 1B,TLS-0111,TFNSW-0062,Henry Lawson Drive Stage 1B,Central River City,$$$,CO,Construction and commissioning,Confirmed,Q4 2026,Q1 2029,1,10,#173077,5,curve,188.34655375222655,445.2289150807944
MASTER-0230,Hume Motorway,TLS-0112,TFNSW-0063,Hume Motorway,Central River City,$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2028,0,7,#20A8E1,5,curve,163.21675993530138,367.8088382266311
MASTER-0230,Hume Motorway,TLS-0113,TFNSW-0063,Hume Motorway,Central River City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2028,Q2 2030,8,15,#C3AAD2,5,curve,370.0933741794421,575.1931251216188
MASTER-0231,James Ruse Drive/Hassall Street,TLS-0114,TFNSW-0064,James Ruse Drive/Hassall Street,Central River City,$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q1 2029,0,10,#C3AAD2,5,curve,162.9629236098779,445.73659013164126
MASTER-0239,Menangle Road,TLS-0115,TFNSW-0065,Menangle Road,Central River City,$$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2028,0,7,#20A8E1,5,curve,163.21675993530138,367.8088382266311
MASTER-0239,Menangle Road,TLS-0116,TFNSW-0065,Menangle Road,Central River City,$$$$$$,TBA,Project staging not yet available,Not available,Q3 2028,Q2 2030,8,15,#C3AAD2,5,curve,370.0933741794421,575.1931251216188
MASTER-0261,Spring Farm Parkway Stage 2,TLS-0117,TFNSW-0066,Spring Farm Parkway Stage 2,Central River City,$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q1 2028,0,6,#20A8E1,5,curve,163.21675993530138,341.9175330334355
MASTER-0261,Spring Farm Parkway Stage 2,TLS-0118,TFNSW-0066,Spring Farm Parkway Stage 2,Central River City,$$$$$,TBA,Project staging not yet available,Not available,Q2 2028,Q2 2030,7,15,#C3AAD2,5,curve,344.20205525824707,575.1931113936193
MASTER-0262,Stacey Street upgrade,TLS-0119,TFNSW-0067,Stacey Street Upgrade,Central River City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q4 2028,0,9,#C3AAD2,5,curve,162.9629236098779,419.8452849384458
MASTER-0220,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,TLS-0120,TFNSW-0068,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,Eastern Harbour City,$$$,CD&C,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,6,curve,162.4552516310309,212.20717141403415
MASTER-0220,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,TLS-0121,TFNSW-0068,Extend northbound overtaking lane on the approach to New Illawarra Road by approx 800m,Eastern Harbour City,$$$,CD&C,Construction and commissioning,Confirmed,Q1 2027,Q2 2028,2,7,#173077,6,curve,214.2378414734229,367.5549820292084
MASTER-0225,Glebe Island Bridge,TLS-0122,TFNSW-0069,Glebe Island Bridge,Eastern Harbour City,$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q4 2027,0,5,#20A8E1,6,curve,163.21675993530138,316.0262278402399
MASTER-0225,Glebe Island Bridge,TLS-0123,TFNSW-0069,Glebe Island Bridge,Eastern Harbour City,$$$,TBA,Project staging not yet available,Not available,Q1 2028,Q2 2030,6,15,#C3AAD2,6,curve,318.31073873705196,575.1931000656198
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",TLS-0124,TFNSW-0070,"Heathcote Road, The Avenue to Princes Highway",Eastern Harbour City,$$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q1 2027,0,2,#20A8E1,6,curve,163.21675993530138,238.35231226065324
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",TLS-0125,TFNSW-0070,"Heathcote Road, The Avenue to Princes Highway",Eastern Harbour City,$$$$$$,TBA,Project staging not yet available,Not available,Q2 2027,Q2 2029,3,11,#C3AAD2,6,curve,240.636829973465,471.6278861088373
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",TLS-0126,TFNSW-0071,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",Eastern Harbour City,$$$$,D&C,Detailed or reference design,Confirmed,Q3 2026,Q4 2026,0,1,#7BAE27,6,curve,163.21675993530138,212.46100706745767
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",TLS-0127,TFNSW-0071,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",Eastern Harbour City,$$$$,D&C,Construction procurement,To be confirmed,Q1 2027,Q2 2027,2,3,#F3AEA3,6,curve,214.99936417769277,264.24361130984903
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",TLS-0128,TFNSW-0071,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",Eastern Harbour City,$$$$,D&C,Construction and commissioning,To be confirmed,Q3 2027,Q2 2030,4,15,#9C9DC5,6,curve,266.020476915813,574.685448630772
MASTER-0005,Airport Precinct Safety and Access Program (APSAP),TLS-0129,TFNSW-0072,Airport Precinct Safety and Access Program (APSAP),Western Parkland City,TBA,TBA,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,7,curve,162.4552516310309,186.3158662208386
MASTER-0005,Airport Precinct Safety and Access Program (APSAP),TLS-0130,TFNSW-0072,Airport Precinct Safety and Access Program (APSAP),Western Parkland City,TBA,TBA,Construction and commissioning,Confirmed,Q4 2026,Q3 2027,1,4,#173077,7,curve,188.34655375222655,289.881083921621
MASTER-0273,Appin Road and St Johns Road Intersection Upgrade,TLS-0131,TFNSW-0073,Appin Road and St Johns Road Intersection Upgrade,Western Parkland City,$,CO,Construction procurement,To be confirmed,Q3 2026,Q4 2026,0,1,#F3AEA3,7,curve,163.21675993530138,212.46100706745767
MASTER-0273,Appin Road and St Johns Road Intersection Upgrade,TLS-0132,TFNSW-0073,Appin Road and St Johns Road Intersection Upgrade,Western Parkland City,$,CO,Construction and commissioning,To be confirmed,Q2 2027,Q4 2028,3,9,#9C9DC5,7,curve,240.1291603946179,419.33760614359903
MASTER-0202,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",TLS-0133,TFNSW-0074,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",Western Parkland City,$$$$$,TBA,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,7,curve,162.4552516310309,212.20717141403415
MASTER-0202,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",TLS-0134,TFNSW-0074,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",Western Parkland City,$$$$$,TBA,Construction and commissioning,To be confirmed,Q1 2027,Q2 2030,2,15,#9C9DC5,7,curve,214.2378414734229,574.685423574773
MASTER-0205,Bradfield Metro Link Road - Badgery's Creek Road to Proposed Eastern Ring Road,TLS-0135,TFNSW-0075,Bradfield Metro Link Road - Badgerys Creek Road to Proposed Eastern Ring Road,Western Parkland City,$$$$$,CD&C,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2028,0,7,#20A8E1,7,curve,163.21675993530138,367.8088382266311
MASTER-0207,Burdekin Road and Townson Road upgrade,TLS-0136,TFNSW-0076,Burdekin Road and Townson Road Upgrade,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0209,Cambridge Avenue upgrade,TLS-0137,TFNSW-0077,Cambridge Avenue upgrade,Western Parkland City,$$$$,CD&C,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0210,Camden Valley Way,TLS-0138,TFNSW-0078,Camden Valley Way,Western Parkland City,$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2028,0,7,#20A8E1,7,curve,163.21675993530138,367.8088382266311
MASTER-0210,Camden Valley Way,TLS-0139,TFNSW-0078,Camden Valley Way,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2028,Q2 2030,8,15,#C3AAD2,7,curve,370.0933741794421,575.1931251216188
MASTER-0211,Campbelltown Road,TLS-0140,TFNSW-0079,Campbelltown Road,Western Parkland City,$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q2 2028,0,7,#20A8E1,7,curve,163.21675993530138,367.8088382266311
MASTER-0211,Campbelltown Road,TLS-0141,TFNSW-0079,Campbelltown Road,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2028,Q2 2030,8,15,#C3AAD2,7,curve,370.0933741794421,575.1931251216188
MASTER-0214,Cowpasture Road,TLS-0142,TFNSW-0080,Cowpasture Road,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q1 2029,0,10,#C3AAD2,7,curve,162.9629236098779,445.73659013164126
MASTER-0216,Devonshire Link Road - Mamre Road Stage 2 to Elizabeth Drive,TLS-0143,TFNSW-0081,Devonshire Link Road - Mamre Road Stage 2 to Elizabeth Drive,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q1 2029,0,10,#C3AAD2,7,curve,162.9629236098779,445.73659013164126
MASTER-0217,Devonshire Road - Elizabeth Drive to Bringelly Road,TLS-0144,TFNSW-0082,Devonshire Road - Elizabeth Drive to Bringelly Road,Western Parkland City,TBA,CD&C,Project staging not yet available,Not available,Q3 2026,Q3 2029,0,12,#C3AAD2,7,curve,162.9629236098779,497.5192005180325
MASTER-0010,Eastern Ring Road and Badgerys Creek Road (South) - Elizabeth Drive to The Northern Road,TLS-0145,TFNSW-0083,Eastern Ring Road and Badgerys Creek Road (South) - Elizabeth Drive to The Northern Road,Western Parkland City,$$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0218,"Elizabeth Drive upgrade-Stage 1, Devonshire Road to Badgerys Creek",TLS-0146,TFNSW-0084,"Elizabeth Drive upgrade- Stage 1, Devonshire Road to Badgerys Creek",Western Parkland City,$$$$,CD&C,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,7,curve,162.4552516310309,186.3158662208386
MASTER-0218,"Elizabeth Drive upgrade-Stage 1, Devonshire Road to Badgerys Creek",TLS-0147,TFNSW-0084,"Elizabeth Drive upgrade- Stage 1, Devonshire Road to Badgerys Creek",Western Parkland City,$$$$,CD&C,Construction and commissioning,Confirmed,Q4 2026,Q2 2029,1,11,#173077,7,curve,188.34655375222655,471.1202202739899
MASTER-0221,Fifteenth Avenue Upgrade,TLS-0148,TFNSW-0085,Fifteenth Avenue Upgrade,Western Parkland City,$$$$$,CD&C,Construction procurement,Confirmed,Q3 2026,Q4 2026,0,1,#DD0030,7,curve,162.4552516310309,212.20717141403415
MASTER-0221,Fifteenth Avenue Upgrade,TLS-0149,TFNSW-0085,Fifteenth Avenue Upgrade,Western Parkland City,$$$$$,CD&C,Construction and commissioning,Confirmed,Q1 2027,Q2 2030,2,15,#173077,7,curve,214.2378414734229,574.685423574773
MASTER-0222,Garfield Road Central,TLS-0150,TFNSW-0086,Garfield Road Central,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0224,Garfield Road upgrade East,TLS-0151,TFNSW-0087,Garfield Road Upgrade East,Western Parkland City,$$$$,CD&C,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,7,curve,162.4552516310309,186.3158662208386
MASTER-0224,Garfield Road upgrade East,TLS-0152,TFNSW-0087,Garfield Road Upgrade East,Western Parkland City,$$$$,CD&C,Construction and commissioning,Confirmed,Q4 2026,Q2 2029,1,11,#173077,7,curve,188.34655375222655,471.1202202739899
MASTER-0223,Garfield Road Upgrade West,TLS-0153,TFNSW-0088,Garfield Road Upgrade West,Western Parkland City,$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0228,"Great Western Hwy and Parker St Intersection upgrade, Penrith",TLS-0154,TFNSW-0089,"Great Western Hwy and Parker St Intersection upgrade, Penrith",Western Parkland City,TBA,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0229,Hawkesbury-Nepean Valley Road Resilience Program,TLS-0155,TFNSW-0090,Hawkesbury-Nepean Valley Road Resilience Program,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0236,Mamre Road Upgrade - Stage 2,TLS-0156,TFNSW-0091,Mamre Road Upgrade - Stage 2,Western Parkland City,$$$$,CD&C,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,7,curve,162.4552516310309,186.3158662208386
MASTER-0236,Mamre Road Upgrade - Stage 2,TLS-0157,TFNSW-0091,Mamre Road Upgrade - Stage 2,Western Parkland City,$$$$,CD&C,Construction and commissioning,Confirmed,Q4 2026,Q3 2029,1,12,#173077,7,curve,188.34655375222655,497.0115254671856
MASTER-0242,Mulgoa Road Upgrade Stage 5a & 5b,TLS-0158,TFNSW-0092,Mulgoa Road Upgrade Stage 5a & 5b,Western Parkland City,$$$,CD&C,Construction procurement,To be confirmed,Q1 2028,Q4 2028,6,9,#F3AEA3,7,curve,318.56457506247546,419.5914325810229
MASTER-0242,Mulgoa Road Upgrade Stage 5a & 5b,TLS-0159,TFNSW-0092,Mulgoa Road Upgrade Stage 5a & 5b,Western Parkland City,$$$,CD&C,Construction and commissioning,To be confirmed,Q4 2029,Q2 2030,13,15,#9C9DC5,7,curve,499.042251206572,574.6854761827708
MASTER-0257,Richmond Road Corridor upgrade,TLS-0160,TFNSW-0093,Richmond Road Corridor Upgrade,Western Parkland City,$$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0274,"The Horsley Dr/Polding St, Fairfield",TLS-0161,TFNSW-0094,"The Horsley Dr/Polding St, Fairfield",Western Parkland City,$,CO,Construction procurement,To be confirmed,Q3 2026,Q4 2026,0,1,#F3AEA3,7,curve,163.21675993530138,212.46100706745767
MASTER-0274,"The Horsley Dr/Polding St, Fairfield",TLS-0162,TFNSW-0094,"The Horsley Dr/Polding St, Fairfield",Western Parkland City,$,CO,Construction and commissioning,To be confirmed,Q2 2027,Q1 2029,3,10,#9C9DC5,7,curve,240.1291603946179,445.22891133679457
MASTER-0093,"The Horsley Drive, M7 Motorway to Cowpasture Road",TLS-0163,TFNSW-0095,"The Horsley Drive, M7 Motorway to Cowpasture Road",Western Parkland City,$$$,CO,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,7,curve,162.4552516310309,186.3158662208386
MASTER-0093,"The Horsley Drive, M7 Motorway to Cowpasture Road",TLS-0164,TFNSW-0095,"The Horsley Drive, M7 Motorway to Cowpasture Road",Western Parkland City,$$$,CO,Construction and commissioning,Confirmed,Q4 2026,Q3 2028,1,8,#173077,7,curve,188.34655375222655,393.4463046944032
MASTER-0267,"The Northern Road Upgrade, Borrowdale Way to Londonderry Road",TLS-0165,TFNSW-0096,"The Northern Road Upgrade, Borrowdale Way to Londonderry Road",Western Parkland City,TBA,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,7,curve,162.9629236098779,575.1931160976192
MASTER-0269,Werrington Arterial Stage 2,TLS-0166,TFNSW-0097,Werrington Arterial Stage 2,Western Parkland City,TBA,TBA,Project staging not yet available,Not available,Q3 2026,Q1 2029,0,10,#C3AAD2,8,curve,162.9629236098779,445.73659013164126
MASTER-0002,Western Sydney Heavy Vehicle Rest Area,TLS-0167,TFNSW-0098,Western Sydney Heavy Vehicle Rest Area,Western Parkland City,$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q4 2026,0,1,#20A8E1,8,curve,163.21675993530138,212.46100706745767
MASTER-0002,Western Sydney Heavy Vehicle Rest Area,TLS-0168,TFNSW-0098,Western Sydney Heavy Vehicle Rest Area,Western Parkland City,$$,TBA,Construction procurement,To be confirmed,Q1 2027,Q3 2027,2,4,#F3AEA3,8,curve,214.99936417769277,290.1349165030446
MASTER-0002,Western Sydney Heavy Vehicle Rest Area,TLS-0169,TFNSW-0098,Western Sydney Heavy Vehicle Rest Area,Western Parkland City,$$,TBA,Construction and commissioning,To be confirmed,Q4 2027,Q3 2028,5,8,#9C9DC5,8,curve,291.9117646370093,393.44629480640367
MASTER-0008,Western Sydney International Airport Wayfinding,TLS-0170,TFNSW-0099,Western Sydney International Airport Wayfinding,Western Parkland City,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2029,0,11,#C3AAD2,8,curve,162.9629236098779,471.6278953248369
MASTER-0079,Windsor Road Upgrade at Rouse Hill,TLS-0171,TFNSW-0100,Windsor Road Upgrade at Rouse Hill,Western Parkland City,$$$$,CD&C,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q3 2026,0,0,#20A8E1,8,curve,163.21675993530138,186.56970187426208
MASTER-0079,Windsor Road Upgrade at Rouse Hill,TLS-0172,TFNSW-0100,Windsor Road Upgrade at Rouse Hill,Western Parkland City,$$$$,CD&C,Construction procurement,Confirmed,Q4 2026,Q3 2027,1,4,#DD0030,8,curve,188.34655375222655,289.881083921621
MASTER-0079,Windsor Road Upgrade at Rouse Hill,TLS-0173,TFNSW-0100,Windsor Road Upgrade at Rouse Hill,Western Parkland City,$$$$,CD&C,Construction and commissioning,Confirmed,Q4 2027,Q4 2029,5,13,#173077,8,curve,291.9117646370093,522.9028207723816
MASTER-0219,Epping Bridge Project,TLS-0174,TFNSW-0101,Epping Bridge Project,Central River City,$$$,ITC,Construction procurement,To be confirmed,Q3 2026,Q3 2026,0,0,#F3AEA3,8,curve,163.21675993530138,186.56970187426208
MASTER-0219,Epping Bridge Project,TLS-0175,TFNSW-0101,Epping Bridge Project,Central River City,$$$,ITC,Detailed or reference design,To be confirmed,Q4 2026,Q1 2027,1,2,#D0DDAD,8,curve,189.1080620564971,238.35230918865335
MASTER-0219,Epping Bridge Project,TLS-0176,TFNSW-0101,Epping Bridge Project,Central River City,$$$,ITC,Construction and commissioning,To be confirmed,Q2 2027,Q3 2029,3,12,#9C9DC5,8,curve,240.1291603946179,497.01152172318575
MASTER-0128,Future Fleet Program,TLS-0177,TFNSW-0102,Future Fleet Program,Rail,$$$$$$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q3 2026,0,0,#20A8E1,8,curve,163.21675993530138,186.56970187426208
MASTER-0128,Future Fleet Program,TLS-0178,TFNSW-0102,Future Fleet Program,Rail,$$$$$$,TBA,Project staging not yet available,Not available,Q4 2026,Q2 2030,1,15,#C3AAD2,8,curve,188.8542257310736,575.1931130256194
MASTER-0256,Regional Overnight Sleeper Services,TLS-0179,TFNSW-0103,Regional Overnight Sleeper Services,Rail,$$$$,TBA,Project staging not yet available,Not available,Q3 2026,Q3 2028,0,8,#C3AAD2,8,curve,162.9629236098779,393.95397974525014
MASTER-0256,Regional Overnight Sleeper Services,TLS-0180,TFNSW-0103,Regional Overnight Sleeper Services,Rail,$$$$,TBA,Rolling program,Confirmed,Q3 2029,Q3 2029,12,12,#33383D,8,curve,473.9124165896485,497.2653585286092
MASTER-0253,Oxford Street Revitalisation (previously Oxford Street East Cycleway),TLS-0181,TFNSW-0104,Oxford Street Revitalisation (previously Oxford Street East Cycleway),Eastern Harbour City,$$,TBA,Detailed or reference design,Confirmed,Q3 2026,Q3 2028,0,8,#7BAE27,8,curve,163.21675993530138,393.70014341982665
MASTER-0253,Oxford Street Revitalisation (previously Oxford Street East Cycleway),TLS-0182,TFNSW-0104,Oxford Street Revitalisation (previously Oxford Street East Cycleway),Eastern Harbour City,$$,TBA,Construction procurement,To be confirmed,Q4 2028,Q2 2029,9,11,#F3AEA3,8,curve,396.2384982260619,471.37405055141375
MASTER-0253,Oxford Street Revitalisation (previously Oxford Street East Cycleway),TLS-0183,TFNSW-0104,Oxford Street Revitalisation (previously Oxford Street East Cycleway),Eastern Harbour City,$$,TBA,Construction and commissioning,To be confirmed,Q3 2029,Q2 2030,12,15,#9C9DC5,8,curve,473.150932285377,574.6854624547714
MASTER-0275,Dobroyd Parade Pedestrian Bridge,TLS-0184,TFNSW-0105,Dobroyd Parade Pedestrian Bridge,Minor Projects,$,TBA,Construction procurement,Confirmed,Q3 2026,Q3 2026,0,0,#DD0030,9,curve,162.4552516310309,186.3158662208386
MASTER-0275,Dobroyd Parade Pedestrian Bridge,TLS-0185,TFNSW-0105,Dobroyd Parade Pedestrian Bridge,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q4 2026,Q3 2028,1,8,#173077,9,curve,188.34655375222655,393.4463046944032
MASTER-0276,Flushcombe Rd / Bungarribee Rd Intersection Upgrade and Francis Street Upgrade,TLS-0186,TFNSW-0106,Flushcombe Rd / Bungarribee Rd Intersection Upgrade and Francis Street Upgrade,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0013,Francis Road Railway Overpass Widening at Rooty Hill,TLS-0187,TFNSW-0107,Francis Road Railway Overpass Widening at Rooty Hill,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0277,Greater Sydney Cycling and Micromobility Investment Program,TLS-0188,TFNSW-0108,Greater Sydney Cycling and Micromobility Investment Program,Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0278,Hurstville Pedestrian Bridge,TLS-0189,TFNSW-0109,Hurstville Pedestrian Bridge,Minor Projects,$,TBA,Detailed or reference design,Confirmed,Q3 2026,Q1 2027,0,2,#7BAE27,9,curve,163.21675993530138,238.35231226065324
MASTER-0278,Hurstville Pedestrian Bridge,TLS-0190,TFNSW-0109,Hurstville Pedestrian Bridge,Minor Projects,$,TBA,Construction procurement,Confirmed,Q2 2027,Q3 2027,3,4,#DD0030,9,curve,240.1291603946179,289.8810801776212
MASTER-0278,Hurstville Pedestrian Bridge,TLS-0191,TFNSW-0109,Hurstville Pedestrian Bridge,Minor Projects,$,TBA,Construction and commissioning,Confirmed,Q4 2027,Q4 2028,5,9,#173077,9,curve,291.9117646370093,419.33759999959926
MASTER-0279,Kosciuszko Rd and Alpine Way (Intersection Upgrade),TLS-0192,TFNSW-0110,Kosciuszko Rd and Alpine Way (Intersection Upgrade),Minor Projects,$,TBA,Project staging not yet available,Not available,Q3 2026,Q2 2030,0,15,#C3AAD2,9,curve,162.9629236098779,575.1931160976192
MASTER-0280,M4 Improvement Works - Coleman to Church,TLS-0193,TFNSW-0111,M4 Improvement Works - Coleman to Church,Minor Projects,$,TBA,Concept design and/or environmental assessment,Confirmed,Q3 2026,Q3 2028,0,8,#20A8E1,9,curve,163.21675993530138,393.70014341982665
MASTER-0280,M4 Improvement Works - Coleman to Church,TLS-0194,TFNSW-0111,M4 Improvement Works - Coleman to Church,Minor Projects,$,TBA,Project staging not yet available,Not available,Q4 2028,Q2 2030,9,15,#C3AAD2,9,curve,395.9846619006384,575.1931076496195
MASTER-0281,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",TLS-0195,TFNSW-0112,"McEvoy Street and Botany Road, Waterloo Intersection Improvements",Minor Projects,$,TBA,Detailed or reference design,Confirmed,Q3 2026,Q3 2026,0,0,#7BAE27,9,curve,163.21675993530138,186.56970187426208
